INFO 2025-01-06 13:10:41,678 autoreload Watching for file changes with StatReloader
DEBUG 2025-01-06 13:10:42,061 autoreload File /usr/lib/python3/dist-packages/yaml/resolver.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,061 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/staticfiles/apps.py first seen with mtime 1732121715.351421
DEBUG 2025-01-06 13:10:42,062 autoreload File /usr/lib/python3.10/hmac.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,062 autoreload File /usr/lib/python3/dist-packages/chardet/escsm.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,062 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/templatetags/rest_framework.py first seen with mtime 1732671820.6192179
DEBUG 2025-01-06 13:10:42,062 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/__init__.py first seen with mtime 1732121715.3934224
DEBUG 2025-01-06 13:10:42,062 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/serializers/json.py first seen with mtime 1732121715.3744218
DEBUG 2025-01-06 13:10:42,062 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/templatetags/l10n.py first seen with mtime 1732121715.434424
DEBUG 2025-01-06 13:10:42,062 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/schemas/utils.py first seen with mtime 1732671820.5702164
DEBUG 2025-01-06 13:10:42,063 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/urls.py first seen with mtime 1732671820.623218
DEBUG 2025-01-06 13:10:42,063 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/async_checks.py first seen with mtime 1732121715.3584213
DEBUG 2025-01-06 13:10:42,063 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/engine/__init__.py first seen with mtime 1732121714.447391
DEBUG 2025-01-06 13:10:42,063 autoreload File /usr/lib/python3.10/argparse.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,063 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/viewsets.py first seen with mtime 1732671820.527215
DEBUG 2025-01-06 13:10:42,063 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/management/commands/runserver.py first seen with mtime 1732121715.3714218
DEBUG 2025-01-06 13:10:42,063 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/templatetags/i18n.py first seen with mtime 1732121715.4334238
DEBUG 2025-01-06 13:10:42,064 autoreload File /usr/lib/python3/dist-packages/chardet/euckrprober.py first seen with mtime 1491933093.0
DEBUG 2025-01-06 13:10:42,064 autoreload File /usr/lib/python3.10/asyncio/threads.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,064 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/connection.py first seen with mtime 1732121715.440424
DEBUG 2025-01-06 13:10:42,064 autoreload File /usr/lib/python3.10/posixpath.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,064 autoreload File /usr/lib/python3.10/selectors.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,064 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1732121715.351421
DEBUG 2025-01-06 13:10:42,064 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1732121714.9734085
DEBUG 2025-01-06 13:10:42,065 autoreload File /usr/lib/python3.10/html/parser.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,065 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/generic/base.py first seen with mtime 1732121715.4514244
DEBUG 2025-01-06 13:10:42,065 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/migrations/operations/base.py first seen with mtime 1732121715.3924224
DEBUG 2025-01-06 13:10:42,065 autoreload File /usr/lib/python3.10/multiprocessing/process.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,065 autoreload File /usr/lib/python3.10/typing.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,065 autoreload File /usr/lib/python3.10/email/headerregistry.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,065 autoreload File /usr/lib/python3.10/ast.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,066 autoreload File /usr/lib/python3.10/email/mime/base.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,066 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/urls.py first seen with mtime 1732671820.524215
DEBUG 2025-01-06 13:10:42,066 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/cli.py first seen with mtime 1732121714.445391
DEBUG 2025-01-06 13:10:42,066 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/breadcrumbs.py first seen with mtime 1732671820.6192179
DEBUG 2025-01-06 13:10:42,067 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/__init__.py first seen with mtime 1732121714.7053998
DEBUG 2025-01-06 13:10:42,067 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/templatetags/base.py first seen with mtime 1732121714.8574047
DEBUG 2025-01-06 13:10:42,067 autoreload File /usr/lib/python3.10/fnmatch.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,067 autoreload File /usr/lib/python3.10/concurrent/futures/thread.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,067 autoreload File /usr/lib/python3/dist-packages/pytz/exceptions.py first seen with mtime 1648114908.0
DEBUG 2025-01-06 13:10:42,067 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/utils.py first seen with mtime 1732121715.376422
DEBUG 2025-01-06 13:10:42,068 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/apps.py first seen with mtime 1732121714.7063997
DEBUG 2025-01-06 13:10:42,068 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/forms/forms.py first seen with mtime 1732121715.407423
DEBUG 2025-01-06 13:10:42,068 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/autoreload.py first seen with mtime 1732121715.439424
DEBUG 2025-01-06 13:10:42,068 autoreload File /usr/lib/python3/dist-packages/urllib3/_collections.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,068 autoreload File /usr/lib/python3/dist-packages/urllib3/util/__init__.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,068 autoreload File /usr/lib/python3.10/signal.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,068 autoreload File /usr/lib/python3/dist-packages/yaml/dumper.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,069 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/sites/__init__.py first seen with mtime 1732121715.3074195
DEBUG 2025-01-06 13:10:42,069 autoreload File /usr/lib/python3.10/os.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,069 autoreload File /usr/lib/python3.10/email/base64mime.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,069 autoreload File /usr/lib/python3/dist-packages/chardet/sbcsgroupprober.py first seen with mtime 1607626374.0
DEBUG 2025-01-06 13:10:42,069 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/auth/forms.py first seen with mtime 1732121714.9094064
DEBUG 2025-01-06 13:10:42,069 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/sites/requests.py first seen with mtime 1732121715.3094196
DEBUG 2025-01-06 13:10:42,069 autoreload File /usr/lib/python3.10/base64.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,070 autoreload File /home/fidel/Task_management_api/Task_management_api/urls.py first seen with mtime 1736157715.7275252
DEBUG 2025-01-06 13:10:42,070 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/__init__.py first seen with mtime 1732121715.376422
DEBUG 2025-01-06 13:10:42,070 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1732121715.3934224
DEBUG 2025-01-06 13:10:42,070 autoreload File /home/fidel/Task_management_api/Task_management_api/settings.py first seen with mtime 1736169041.046488
DEBUG 2025-01-06 13:10:42,070 autoreload File /usr/lib/python3/dist-packages/urllib3/util/wait.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,070 autoreload File /usr/lib/python3.10/pathlib.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,071 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/schemas/inspectors.py first seen with mtime 1732671820.5692163
DEBUG 2025-01-06 13:10:42,071 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/schemas/openapi.py first seen with mtime 1732671820.5702164
DEBUG 2025-01-06 13:10:42,071 autoreload File /usr/lib/python3.10/_compression.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,071 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/generic/detail.py first seen with mtime 1732121715.4514244
DEBUG 2025-01-06 13:10:42,071 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/backends/base.py first seen with mtime 1732121715.4314237
DEBUG 2025-01-06 13:10:42,071 autoreload File /usr/lib/python3.10/importlib/metadata/_meta.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,071 autoreload File /usr/lib/python3.10/pprint.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,072 autoreload File /usr/lib/python3/dist-packages/six.py first seen with mtime 1620224278.0
DEBUG 2025-01-06 13:10:42,072 autoreload File /usr/lib/python3.10/sre_constants.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,072 autoreload File /usr/lib/python3.10/unittest/runner.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,072 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/handlers/exception.py first seen with mtime 1732121715.3644216
DEBUG 2025-01-06 13:10:42,072 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/conf/urls/__init__.py first seen with mtime 1732121714.7053998
DEBUG 2025-01-06 13:10:42,072 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/fields/__init__.py first seen with mtime 1732121715.3994226
DEBUG 2025-01-06 13:10:42,072 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/test/client.py first seen with mtime 1732121715.4354239
DEBUG 2025-01-06 13:10:42,073 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/forms/ranges.py first seen with mtime 1732121715.1834154
DEBUG 2025-01-06 13:10:42,073 autoreload File /usr/lib/python3.10/zoneinfo/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,073 autoreload File /usr/lib/python3.10/decimal.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,073 autoreload File /usr/lib/python3/dist-packages/chardet/big5prober.py first seen with mtime 1491933093.0
DEBUG 2025-01-06 13:10:42,073 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1732121714.9724085
DEBUG 2025-01-06 13:10:42,073 autoreload File /usr/lib/python3.10/warnings.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,074 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/lookups.py first seen with mtime 1732121715.3964226
DEBUG 2025-01-06 13:10:42,074 autoreload File /usr/lib/python3.10/email/parser.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,074 autoreload File /usr/lib/python3/dist-packages/chardet/sbcharsetprober.py first seen with mtime 1607626374.0
DEBUG 2025-01-06 13:10:42,074 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admindocs/utils.py first seen with mtime 1732121714.8584046
DEBUG 2025-01-06 13:10:42,074 autoreload File /usr/lib/python3.10/enum.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,074 autoreload File /usr/lib/python3.10/_compat_pickle.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,074 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/debug.py first seen with mtime 1732121715.4484243
DEBUG 2025-01-06 13:10:42,075 autoreload File /usr/lib/python3.10/importlib/metadata/_itertools.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,075 autoreload File /usr/lib/python3/dist-packages/requests/adapters.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,075 autoreload File /usr/lib/python3/dist-packages/urllib3/util/connection.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,075 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/signals.py first seen with mtime 1732121715.3984227
DEBUG 2025-01-06 13:10:42,075 autoreload File /usr/lib/python3.10/asyncio/base_futures.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,076 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/urls/conf.py first seen with mtime 1732121715.437424
DEBUG 2025-01-06 13:10:42,076 autoreload File /usr/lib/python3.10/secrets.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,076 autoreload File /usr/lib/python3/dist-packages/chardet/mbcharsetprober.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,076 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/base/base.py first seen with mtime 1732121715.3774219
DEBUG 2025-01-06 13:10:42,077 autoreload File /usr/lib/python3/dist-packages/requests/auth.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,077 autoreload File /usr/lib/python3.10/unittest/main.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,077 autoreload File /usr/lib/python3.10/html/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,077 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1732121715.4474242
DEBUG 2025-01-06 13:10:42,077 autoreload File /home/fidel/Task_management_api/tasks/admin.py first seen with mtime 1734611835.6621392
DEBUG 2025-01-06 13:10:42,077 autoreload File /usr/lib/python3.10/abc.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,078 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/urlpatterns.py first seen with mtime 1732671820.524215
DEBUG 2025-01-06 13:10:42,078 autoreload File /usr/lib/python3.10/locale.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,078 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/loaders/__init__.py first seen with mtime 1732121715.4324238
DEBUG 2025-01-06 13:10:42,078 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1732121714.9724085
DEBUG 2025-01-06 13:10:42,078 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/migrations/operations/models.py first seen with mtime 1732121715.3934224
DEBUG 2025-01-06 13:10:42,079 autoreload File /usr/lib/python3/dist-packages/colorama/winterm.py first seen with mtime 1602564393.0
DEBUG 2025-01-06 13:10:42,079 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/test/utils.py first seen with mtime 1732121715.437424
DEBUG 2025-01-06 13:10:42,079 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/mail/message.py first seen with mtime 1732121715.3654215
DEBUG 2025-01-06 13:10:42,079 autoreload File /usr/lib/python3.10/shutil.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,079 autoreload File /usr/lib/python3.10/email/header.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,079 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/authtoken/models.py first seen with mtime 1732671820.5302153
DEBUG 2025-01-06 13:10:42,080 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/security/sessions.py first seen with mtime 1732121715.3604214
DEBUG 2025-01-06 13:10:42,080 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/lookups.py first seen with mtime 1732121715.1794155
DEBUG 2025-01-06 13:10:42,080 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/base/introspection.py first seen with mtime 1732121715.378422
DEBUG 2025-01-06 13:10:42,080 autoreload File /usr/lib/python3/dist-packages/yaml/tokens.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,080 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/templates.py first seen with mtime 1732121715.3594213
DEBUG 2025-01-06 13:10:42,080 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1732121715.3884223
DEBUG 2025-01-06 13:10:42,080 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/management/commands/__init__.py first seen with mtime 1732121715.3684216
DEBUG 2025-01-06 13:10:42,081 autoreload File /usr/lib/python3.10/importlib/util.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,081 autoreload File /usr/lib/python3.10/csv.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,081 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/transaction.py first seen with mtime 1732121715.376422
DEBUG 2025-01-06 13:10:42,081 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1732121715.4014227
DEBUG 2025-01-06 13:10:42,081 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/response.py first seen with mtime 1732121715.4304237
DEBUG 2025-01-06 13:10:42,081 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/asyncio.py first seen with mtime 1732121715.439424
DEBUG 2025-01-06 13:10:42,082 autoreload File /usr/lib/python3.10/asyncio/constants.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,082 autoreload File /usr/lib/python3/dist-packages/yaml/composer.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,082 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1732121714.8574047
DEBUG 2025-01-06 13:10:42,082 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/exceptions.py first seen with mtime 1732121715.3544211
DEBUG 2025-01-06 13:10:42,082 autoreload File /usr/lib/python3.10/email/quoprimime.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,082 autoreload File /usr/lib/python3/dist-packages/requests/certs.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,082 autoreload File /usr/lib/python3/dist-packages/colorama/ansitowin32.py first seen with mtime 1602564393.0
DEBUG 2025-01-06 13:10:42,082 autoreload File /usr/lib/python3.10/xml/dom/domreg.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,083 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/signals.py first seen with mtime 1732121715.376422
DEBUG 2025-01-06 13:10:42,083 autoreload File /usr/lib/python3.10/ctypes/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,083 autoreload File /usr/lib/python3.10/importlib/_abc.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,083 autoreload File /usr/lib/python3.10/importlib/metadata/_text.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,083 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/ddl_references.py first seen with mtime 1732121715.376422
DEBUG 2025-01-06 13:10:42,083 autoreload File /usr/lib/python3.10/keyword.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,083 autoreload File /usr/lib/python3.10/multiprocessing/context.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,084 autoreload File /usr/lib/python3.10/urllib/error.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,084 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/postgres/fields/ranges.py first seen with mtime 1732121715.1824155
DEBUG 2025-01-06 13:10:42,084 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1732121715.3604214
DEBUG 2025-01-06 13:10:42,084 autoreload File /usr/lib/python3.10/email/message.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,084 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/enums.py first seen with mtime 1732121715.3954225
DEBUG 2025-01-06 13:10:42,084 autoreload File /usr/lib/python3.10/asyncio/log.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,084 autoreload File /usr/lib/python3.10/unittest/result.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,085 autoreload File /home/fidel/.local/lib/python3.10/site-packages/psycopg2/_psycopg.cpython-310-x86_64-linux-gnu.so first seen with mtime 1733445317.1272495
DEBUG 2025-01-06 13:10:42,085 autoreload File /usr/lib/python3/dist-packages/chardet/codingstatemachine.py first seen with mtime 1605650645.0
DEBUG 2025-01-06 13:10:42,085 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/utils/html.py first seen with mtime 1732671820.621218
DEBUG 2025-01-06 13:10:42,085 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/files/storage/mixins.py first seen with mtime 1732121715.3634214
DEBUG 2025-01-06 13:10:42,085 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework_simplejwt/authentication.py first seen with mtime 1734969281.8828688
DEBUG 2025-01-06 13:10:42,085 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1732121715.3094196
DEBUG 2025-01-06 13:10:42,085 autoreload File /usr/lib/python3.10/asyncio/events.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,085 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/checks/caches.py first seen with mtime 1732121715.3584213
DEBUG 2025-01-06 13:10:42,086 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/apps/config.py first seen with mtime 1732121714.5993962
DEBUG 2025-01-06 13:10:42,086 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/deletion.py first seen with mtime 1732121715.3954225
DEBUG 2025-01-06 13:10:42,086 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1732121714.9734085
DEBUG 2025-01-06 13:10:42,086 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/utils.py first seen with mtime 1732121714.447391
DEBUG 2025-01-06 13:10:42,086 autoreload File /usr/lib/python3/dist-packages/urllib3/contrib/_appengine_environ.py first seen with mtime 1622048489.0
DEBUG 2025-01-06 13:10:42,086 autoreload File /usr/lib/python3.10/email/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,086 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/sql/query.py first seen with mtime 1732121715.405423
DEBUG 2025-01-06 13:10:42,086 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/postgresql/psycopg_any.py first seen with mtime 1732121715.3864222
DEBUG 2025-01-06 13:10:42,087 autoreload File /usr/lib/python3.10/importlib/_common.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,087 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/models/query.py first seen with mtime 1732121715.3974226
DEBUG 2025-01-06 13:10:42,087 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/views/decorators/debug.py first seen with mtime 1732121715.4504244
DEBUG 2025-01-06 13:10:42,087 autoreload File /usr/lib/python3/dist-packages/urllib3/util/url.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,087 autoreload File /home/fidel/.local/lib/python3.10/site-packages/psycopg2/__init__.py first seen with mtime 1733445317.1282496
DEBUG 2025-01-06 13:10:42,087 autoreload File /usr/lib/python3/dist-packages/idna/intranges.py first seen with mtime 1633275282.0
DEBUG 2025-01-06 13:10:42,087 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/forms/__init__.py first seen with mtime 1732121715.4064229
DEBUG 2025-01-06 13:10:42,087 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1732121715.1764152
DEBUG 2025-01-06 13:10:42,088 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/html.py first seen with mtime 1732121715.4434242
DEBUG 2025-01-06 13:10:42,088 autoreload File /usr/lib/python3.10/collections/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,088 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/conf/locale/__init__.py first seen with mtime 1732121714.6023962
DEBUG 2025-01-06 13:10:42,088 autoreload File /usr/lib/python3.10/heapq.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,088 autoreload File /usr/lib/python3.10/importlib/__init__.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,088 autoreload File /home/fidel/.local/lib/python3.10/site-packages/rest_framework/schemas/coreapi.py first seen with mtime 1732671820.5682163
DEBUG 2025-01-06 13:10:42,088 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/template/exceptions.py first seen with mtime 1732121715.4294236
DEBUG 2025-01-06 13:10:42,088 autoreload File /usr/lib/python3/dist-packages/urllib3/fields.py first seen with mtime 1729169348.0
DEBUG 2025-01-06 13:10:42,089 autoreload File /home/fidel/.local/lib/python3.10/site-packages/psycopg2/_json.py first seen with mtime 1733445317.1242495
DEBUG 2025-01-06 13:10:42,089 autoreload File /home/fidel/.local/lib/python3.10/site-packages/sqlparse/exceptions.py first seen with mtime 1732121714.445391
DEBUG 2025-01-06 13:10:42,089 autoreload File /usr/lib/python3.10/email/_parseaddr.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,089 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/auth/__init__.py first seen with mtime 1732121714.9074063
DEBUG 2025-01-06 13:10:42,089 autoreload File /usr/lib/python3/dist-packages/requests/__init__.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,089 autoreload File /usr/lib/python3/dist-packages/requests/_internal_utils.py first seen with mtime 1608147266.0
DEBUG 2025-01-06 13:10:42,089 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/translation/__init__.py first seen with mtime 1732121715.4474242
DEBUG 2025-01-06 13:10:42,090 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/db/backends/sqlite3/base.py first seen with mtime 1732121715.3874223
DEBUG 2025-01-06 13:10:42,090 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/urls/base.py first seen with mtime 1732121715.437424
DEBUG 2025-01-06 13:10:42,090 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/core/files/storage/__init__.py first seen with mtime 1732121715.3624215
DEBUG 2025-01-06 13:10:42,090 autoreload File /usr/lib/python3.10/lib-dynload/_opcode.cpython-310-x86_64-linux-gnu.so first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,090 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/utils/http.py first seen with mtime 1732121715.4434242
DEBUG 2025-01-06 13:10:42,090 autoreload File /usr/lib/python3/dist-packages/yaml/reader.py first seen with mtime 1611178924.0
DEBUG 2025-01-06 13:10:42,090 autoreload File /usr/lib/python3.10/_sysconfigdata__x86_64-linux-gnu.py first seen with mtime 1730924533.0
DEBUG 2025-01-06 13:10:42,090 autoreload File /home/fidel/.local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1732121714.8564048
DEBUG 2025-01-06 13:10:42,091 autoreload File /usr/lib/python3.10/fractions.py first seen with mtime 1730924533.0
